Sexo;Tipo de empleo buscado;Grupos de edad (años);Periodo;Total
ambos sexos;de jornada completa únicamente;de 16 a 19;1988TI;43,8
ambos sexos;de jornada completa únicamente;de 16 a 19;1987TIV;54,6
ambos sexos;de jornada completa únicamente;de 16 a 19;1987TIII;61
ambos sexos;de jornada completa únicamente;de 16 a 19;1987TII;79,8
ambos sexos;de jornada completa únicamente;de 20 a 24;1995TIV;41,3
ambos sexos;de jornada completa únicamente;de 20 a 24;1995TIII;45,9
ambos sexos;de jornada completa únicamente;de 20 a 24;1995TII;45,9
ambos sexos;de jornada completa únicamente;de 20 a 24;1995TI;52,6
ambos sexos;de jornada completa únicamente;de 20 a 24;1994TIV;58,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1994TIII;61,5
ambos sexos;de jornada completa únicamente;de 20 a 24;1994TII;61,2
ambos sexos;de jornada completa únicamente;de 20 a 24;1994TI;63
ambos sexos;de jornada completa únicamente;de 20 a 24;1993TIV;63,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1993TIII;77,1
ambos sexos;de jornada completa únicamente;de 20 a 24;1993TII;75,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1993TI;71,2
ambos sexos;de jornada completa únicamente;de 20 a 24;1992TIV;69,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1992TIII;72,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1992TII;78,5
ambos sexos;de jornada completa únicamente;de 20 a 24;1992TI;73,8
ambos sexos;de jornada completa únicamente;de 20 a 24;1991TIV;66,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1991TIII;73,3
ambos sexos;de jornada completa únicamente;de 20 a 24;1991TII;70,8
ambos sexos;de jornada completa únicamente;de 20 a 24;1991TI;80
ambos sexos;de jornada completa únicamente;de 20 a 24;1990TIV;77,1
ambos sexos;de jornada completa únicamente;de 20 a 24;1990TIII;81,7
ambos sexos;de jornada completa únicamente;de 20 a 24;1990TII;73,1
ambos sexos;de jornada completa únicamente;de 20 a 24;1990TI;78
ambos sexos;de jornada completa únicamente;de 20 a 24;1989TIV;81,3
ambos sexos;de jornada completa únicamente;de 20 a 24;1989TIII;86,3
ambos sexos;de jornada completa únicamente;de 20 a 24;1989TII;83,6
ambos sexos;de jornada completa únicamente;de 20 a 24;1989TI;98,5
ambos sexos;de jornada completa únicamente;de 20 a 24;1988TIV;94,9
ambos sexos;de jornada completa únicamente;de 20 a 24;1988TIII;109,8
ambos sexos;de jornada completa únicamente;de 20 a 24;1988TII;114
ambos sexos;de jornada completa únicamente;de 20 a 24;1988TI;97,5
ambos sexos;de jornada completa únicamente;de 20 a 24;1987TIV;111,2
ambos sexos;de jornada completa únicamente;de 20 a 24;1987TIII;130,8
ambos sexos;de jornada completa únicamente;de 20 a 24;1987TII;166,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1995TIV;42,1
ambos sexos;de jornada completa únicamente;de 25 a 29;1995TIII;48
ambos sexos;de jornada completa únicamente;de 25 a 29;1995TII;49
ambos sexos;de jornada completa únicamente;de 25 a 29;1995TI;59,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1994TIV;57
ambos sexos;de jornada completa únicamente;de 25 a 29;1994TIII;66,1
ambos sexos;de jornada completa únicamente;de 25 a 29;1994TII;71,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1994TI;76,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1993TIV;70,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1993TIII;73,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1993TII;74,1
ambos sexos;de jornada completa únicamente;de 25 a 29;1993TI;76,3
ambos sexos;de jornada completa únicamente;de 25 a 29;1992TIV;71,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1992TIII;65,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1992TII;81,2
ambos sexos;de jornada completa únicamente;de 25 a 29;1992TI;78,1
ambos sexos;de jornada completa únicamente;de 25 a 29;1991TIV;69,8
ambos sexos;de jornada completa únicamente;de 25 a 29;1991TIII;71,4
ambos sexos;de jornada completa únicamente;de 25 a 29;1991TII;70,1
ambos sexos;de jornada completa únicamente;de 25 a 29;1991TI;71,6
ambos sexos;de jornada completa únicamente;de 25 a 29;1990TIV;68,2
ambos sexos;de jornada completa únicamente;de 25 a 29;1990TIII;61,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1990TII;56
ambos sexos;de jornada completa únicamente;de 25 a 29;1990TI;61,8
ambos sexos;de jornada completa únicamente;de 25 a 29;1989TIV;68,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1989TIII;69,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1989TII;74,7
ambos sexos;de jornada completa únicamente;de 25 a 29;1989TI;72,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1988TIV;69,8
ambos sexos;de jornada completa únicamente;de 25 a 29;1988TIII;83,6
ambos sexos;de jornada completa únicamente;de 25 a 29;1988TII;84,3
ambos sexos;de jornada completa únicamente;de 25 a 29;1988TI;75,9
ambos sexos;de jornada completa únicamente;de 25 a 29;1987TIV;84,5
ambos sexos;de jornada completa únicamente;de 25 a 29;1987TIII;101,7
ambos sexos;de jornada completa únicamente;de 25 a 29;1987TII;113,6
ambos sexos;de jornada completa únicamente;de 30 a 34;1995TIV;32,6
ambos sexos;de jornada completa únicamente;de 30 a 34;1995TIII;37,1
ambos sexos;de jornada completa únicamente;de 30 a 34;1995TII;37,5
ambos sexos;de jornada completa únicamente;de 30 a 34;1995TI;42,5
ambos sexos;de jornada completa únicamente;de 30 a 34;1994TIV;42,4
ambos sexos;de jornada completa únicamente;de 30 a 34;1994TIII;39,6
ambos sexos;de jornada completa únicamente;de 30 a 34;1994TII;47
ambos sexos;de jornada completa únicamente;de 30 a 34;1994TI;44,4
ambos sexos;de jornada completa únicamente;de 30 a 34;1993TIV;44,5
ambos sexos;de jornada completa únicamente;de 30 a 34;1993TIII;40,2
ambos sexos;de jornada completa únicamente;de 30 a 34;1993TII;51,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1993TI;45,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1992TIV;42,2
ambos sexos;de jornada completa únicamente;de 30 a 34;1992TIII;44,9
ambos sexos;de jornada completa únicamente;de 30 a 34;1992TII;46,1
ambos sexos;de jornada completa únicamente;de 30 a 34;1992TI;45,7
ambos sexos;de jornada completa únicamente;de 30 a 34;1991TIV;43,4
ambos sexos;de jornada completa únicamente;de 30 a 34;1991TIII;48,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1991TII;40,9
ambos sexos;de jornada completa únicamente;de 30 a 34;1991TI;47,1
ambos sexos;de jornada completa únicamente;de 30 a 34;1990TIV;43,5
ambos sexos;de jornada completa únicamente;de 30 a 34;1990TIII;42,4
ambos sexos;de jornada completa únicamente;de 30 a 34;1990TII;38,2
ambos sexos;de jornada completa únicamente;de 30 a 34;1990TI;38,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1989TIV;38,7
ambos sexos;de jornada completa únicamente;de 30 a 34;1989TIII;42,2
ambos sexos;de jornada completa únicamente;de 30 a 34;1989TII;40,6
ambos sexos;de jornada completa únicamente;de 30 a 34;1989TI;39,9
ambos sexos;de jornada completa únicamente;de 30 a 34;1988TIV;38,9
ambos sexos;de jornada completa únicamente;de 30 a 34;1988TIII;47,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1988TII;39,5
ambos sexos;de jornada completa únicamente;de 30 a 34;1988TI;39
ambos sexos;de jornada completa únicamente;de 30 a 34;1987TIV;48
ambos sexos;de jornada completa únicamente;de 30 a 34;1987TIII;56,3
ambos sexos;de jornada completa únicamente;de 30 a 34;1987TII;65,1
ambos sexos;de jornada completa únicamente;de 35 a 39;1995TIV;25
ambos sexos;de jornada completa únicamente;de 35 a 39;1995TIII;29,4
ambos sexos;de jornada completa únicamente;de 35 a 39;1995TII;32,3
ambos sexos;de jornada completa únicamente;de 35 a 39;1995TI;34,4
ambos sexos;de jornada completa únicamente;de 35 a 39;1994TIV;29,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1994TIII;30,1
ambos sexos;de jornada completa únicamente;de 35 a 39;1994TII;33,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1994TI;38,8
ambos sexos;de jornada completa únicamente;de 35 a 39;1993TIV;30,9
ambos sexos;de jornada completa únicamente;de 35 a 39;1993TIII;33,5
ambos sexos;de jornada completa únicamente;de 35 a 39;1993TII;33,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1993TI;34,1
ambos sexos;de jornada completa únicamente;de 35 a 39;1992TIV;29,2
ambos sexos;de jornada completa únicamente;de 35 a 39;1992TIII;30,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1992TII;35,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1992TI;37
ambos sexos;de jornada completa únicamente;de 35 a 39;1991TIV;32,9
ambos sexos;de jornada completa únicamente;de 35 a 39;1991TIII;32,4
ambos sexos;de jornada completa únicamente;de 35 a 39;1991TII;33,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1991TI;33
ambos sexos;de jornada completa únicamente;de 35 a 39;1990TIV;26,2
ambos sexos;de jornada completa únicamente;de 35 a 39;1990TIII;24,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1990TII;24,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1990TI;31,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1989TIV;25,9
ambos sexos;de jornada completa únicamente;de 35 a 39;1989TIII;27,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1989TII;29,2
ambos sexos;de jornada completa únicamente;de 35 a 39;1989TI;29,9
ambos sexos;de jornada completa únicamente;de 35 a 39;1988TIV;23,4
ambos sexos;de jornada completa únicamente;de 35 a 39;1988TIII;22,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1988TII;23,1
ambos sexos;de jornada completa únicamente;de 35 a 39;1988TI;21,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1987TIV;25,7
ambos sexos;de jornada completa únicamente;de 35 a 39;1987TIII;35,6
ambos sexos;de jornada completa únicamente;de 35 a 39;1987TII;43,3
ambos sexos;de jornada completa únicamente;de 40 a 44;1995TIV;15,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1995TIII;18,1
ambos sexos;de jornada completa únicamente;de 40 a 44;1995TII;17,9
ambos sexos;de jornada completa únicamente;de 40 a 44;1995TI;24,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1994TIV;24,1
ambos sexos;de jornada completa únicamente;de 40 a 44;1994TIII;23,9
ambos sexos;de jornada completa únicamente;de 40 a 44;1994TII;26,8
ambos sexos;de jornada completa únicamente;de 40 a 44;1994TI;23,8
ambos sexos;de jornada completa únicamente;de 40 a 44;1993TIV;24,8
ambos sexos;de jornada completa únicamente;de 40 a 44;1993TIII;25,4
ambos sexos;de jornada completa únicamente;de 40 a 44;1993TII;24,4
ambos sexos;de jornada completa únicamente;de 40 a 44;1993TI;23
ambos sexos;de jornada completa únicamente;de 40 a 44;1992TIV;22,5
ambos sexos;de jornada completa únicamente;de 40 a 44;1992TIII;22,2
ambos sexos;de jornada completa únicamente;de 40 a 44;1992TII;21,5
ambos sexos;de jornada completa únicamente;de 40 a 44;1992TI;24,2
ambos sexos;de jornada completa únicamente;de 40 a 44;1991TIV;20,1
ambos sexos;de jornada completa únicamente;de 40 a 44;1991TIII;20,9
ambos sexos;de jornada completa únicamente;de 40 a 44;1991TII;23,2
ambos sexos;de jornada completa únicamente;de 40 a 44;1991TI;21,3
ambos sexos;de jornada completa únicamente;de 40 a 44;1990TIV;19,9
ambos sexos;de jornada completa únicamente;de 40 a 44;1990TIII;20,6
ambos sexos;de jornada completa únicamente;de 40 a 44;1990TII;16,3
ambos sexos;de jornada completa únicamente;de 40 a 44;1990TI;20,6
ambos sexos;de jornada completa únicamente;de 40 a 44;1989TIV;19,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1989TIII;17,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1989TII;20,1
ambos sexos;de jornada completa únicamente;de 40 a 44;1989TI;20,6
ambos sexos;de jornada completa únicamente;de 40 a 44;1988TIV;16,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1988TIII;20,2
ambos sexos;de jornada completa únicamente;de 40 a 44;1988TII;19,4
ambos sexos;de jornada completa únicamente;de 40 a 44;1988TI;16,7
ambos sexos;de jornada completa únicamente;de 40 a 44;1987TIV;17,4
ambos sexos;de jornada completa únicamente;de 40 a 44;1987TIII;26,3
ambos sexos;de jornada completa únicamente;de 40 a 44;1987TII;31,7
ambos sexos;de jornada completa únicamente;de 45 a 49;1995TIV;14,4
ambos sexos;de jornada completa únicamente;de 45 a 49;1995TIII;19,8
ambos sexos;de jornada completa únicamente;de 45 a 49;1995TII;16,3
ambos sexos;de jornada completa únicamente;de 45 a 49;1995TI;14,8
ambos sexos;de jornada completa únicamente;de 45 a 49;1994TIV;16,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1994TIII;17,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1994TII;20,5
ambos sexos;de jornada completa únicamente;de 45 a 49;1994TI;21,9
ambos sexos;de jornada completa únicamente;de 45 a 49;1993TIV;21,9
ambos sexos;de jornada completa únicamente;de 45 a 49;1993TIII;21,8
ambos sexos;de jornada completa únicamente;de 45 a 49;1993TII;23
ambos sexos;de jornada completa únicamente;de 45 a 49;1993TI;17,8
ambos sexos;de jornada completa únicamente;de 45 a 49;1992TIV;17,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1992TIII;15,5
ambos sexos;de jornada completa únicamente;de 45 a 49;1992TII;22,1
ambos sexos;de jornada completa únicamente;de 45 a 49;1992TI;19,3
ambos sexos;de jornada completa únicamente;de 45 a 49;1991TIV;18,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1991TIII;18,5
ambos sexos;de jornada completa únicamente;de 45 a 49;1991TII;18,1
ambos sexos;de jornada completa únicamente;de 45 a 49;1991TI;13,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1990TIV;14
ambos sexos;de jornada completa únicamente;de 45 a 49;1990TIII;13,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1990TII;13,3
ambos sexos;de jornada completa únicamente;de 45 a 49;1990TI;12,5
ambos sexos;de jornada completa únicamente;de 45 a 49;1989TIV;17,1
ambos sexos;de jornada completa únicamente;de 45 a 49;1989TIII;11,6
ambos sexos;de jornada completa únicamente;de 45 a 49;1989TII;13,4
ambos sexos;de jornada completa únicamente;de 45 a 49;1989TI;11,7
ambos sexos;de jornada completa únicamente;de 45 a 49;1988TIV;12,2
ambos sexos;de jornada completa únicamente;de 45 a 49;1988TIII;14,9
ambos sexos;de jornada completa únicamente;de 45 a 49;1988TII;16,2
ambos sexos;de jornada completa únicamente;de 45 a 49;1988TI;14,1
ambos sexos;de jornada completa únicamente;de 45 a 49;1987TIV;17,3
ambos sexos;de jornada completa únicamente;de 45 a 49;1987TIII;24,9
ambos sexos;de jornada completa únicamente;de 45 a 49;1987TII;24,3
ambos sexos;de jornada completa únicamente;de 50 a 54;1995TIV;11,7
ambos sexos;de jornada completa únicamente;de 50 a 54;1995TIII;12,6
ambos sexos;de jornada completa únicamente;de 50 a 54;1995TII;13,7
ambos sexos;de jornada completa únicamente;de 50 a 54;1995TI;11,8
ambos sexos;de jornada completa únicamente;de 50 a 54;1994TIV;12,4
ambos sexos;de jornada completa únicamente;de 50 a 54;1994TIII;15,3
ambos sexos;de jornada completa únicamente;de 50 a 54;1994TII;17
ambos sexos;de jornada completa únicamente;de 50 a 54;1994TI;17
ambos sexos;de jornada completa únicamente;de 50 a 54;1993TIV;13,9
ambos sexos;de jornada completa únicamente;de 50 a 54;1993TIII;16,4
ambos sexos;de jornada completa únicamente;de 50 a 54;1993TII;15,1
ambos sexos;de jornada completa únicamente;de 50 a 54;1993TI;11,8
ambos sexos;de jornada completa únicamente;de 50 a 54;1992TIV;11,2
ambos sexos;de jornada completa únicamente;de 50 a 54;1992TIII;13
ambos sexos;de jornada completa únicamente;de 50 a 54;1992TII;12,6
ambos sexos;de jornada completa únicamente;de 50 a 54;1992TI;12,5
ambos sexos;de jornada completa únicamente;de 50 a 54;1991TIV;11,3
ambos sexos;de jornada completa únicamente;de 50 a 54;1991TIII;12,5
ambos sexos;de jornada completa únicamente;de 50 a 54;1991TII;13,8
ambos sexos;de jornada completa únicamente;de 50 a 54;1991TI;12,5
ambos sexos;de jornada completa únicamente;de 50 a 54;1990TIV;12,5
ambos sexos;de jornada completa únicamente;de 50 a 54;1990TIII;12,6
ambos sexos;de jornada completa únicamente;de 50 a 54;1990TII;13,9
ambos sexos;de jornada completa únicamente;de 50 a 54;1990TI;12,6
ambos sexos;de jornada completa únicamente;de 50 a 54;1989TIV;10,7
ambos sexos;de jornada completa únicamente;de 50 a 54;1989TIII;16,9
ambos sexos;de jornada completa únicamente;de 50 a 54;1989TII;15,1
ambos sexos;de jornada completa únicamente;de 50 a 54;1989TI;13,7
ambos sexos;de jornada completa únicamente;de 50 a 54;1988TIV;15,2
ambos sexos;de jornada completa únicamente;de 50 a 54;1988TIII;17,6
ambos sexos;de jornada completa únicamente;de 50 a 54;1988TII;16,1
ambos sexos;de jornada completa únicamente;de 50 a 54;1988TI;14,1
ambos sexos;de jornada completa únicamente;de 50 a 54;1987TIV;16,5
ambos sexos;de jornada completa únicamente;de 50 a 54;1987TIII;17,3
ambos sexos;de jornada completa únicamente;de 50 a 54;1987TII;32,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1995TIV;9,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1995TIII;10,7
ambos sexos;de jornada completa únicamente;de 55 a 59;1995TII;10,2
ambos sexos;de jornada completa únicamente;de 55 a 59;1995TI;9,5
ambos sexos;de jornada completa únicamente;de 55 a 59;1994TIV;11,4
ambos sexos;de jornada completa únicamente;de 55 a 59;1994TIII;11,5
ambos sexos;de jornada completa únicamente;de 55 a 59;1994TII;14,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1994TI;13,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1993TIV;12,2
ambos sexos;de jornada completa únicamente;de 55 a 59;1993TIII;13,1
ambos sexos;de jornada completa únicamente;de 55 a 59;1993TII;11,8
ambos sexos;de jornada completa únicamente;de 55 a 59;1993TI;12,5
ambos sexos;de jornada completa únicamente;de 55 a 59;1992TIV;12
ambos sexos;de jornada completa únicamente;de 55 a 59;1992TIII;14,8
ambos sexos;de jornada completa únicamente;de 55 a 59;1992TII;15,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1992TI;15
ambos sexos;de jornada completa únicamente;de 55 a 59;1991TIV;14,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1991TIII;17,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1991TII;15,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1991TI;17,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1990TIV;15,3
ambos sexos;de jornada completa únicamente;de 55 a 59;1990TIII;14,8
ambos sexos;de jornada completa únicamente;de 55 a 59;1990TII;12,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1990TI;13,2
ambos sexos;de jornada completa únicamente;de 55 a 59;1989TIV;15,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1989TIII;14,5
ambos sexos;de jornada completa únicamente;de 55 a 59;1989TII;18,2
ambos sexos;de jornada completa únicamente;de 55 a 59;1989TI;15
ambos sexos;de jornada completa únicamente;de 55 a 59;1988TIV;14,7
ambos sexos;de jornada completa únicamente;de 55 a 59;1988TIII;14,6
ambos sexos;de jornada completa únicamente;de 55 a 59;1988TII;17,9
ambos sexos;de jornada completa únicamente;de 55 a 59;1988TI;13,8
ambos sexos;de jornada completa únicamente;de 55 a 59;1987TIV;19,7
ambos sexos;de jornada completa únicamente;de 55 a 59;1987TIII;24,8
ambos sexos;de jornada completa únicamente;de 55 a 59;1987TII;26,4
ambos sexos;de jornada completa únicamente;de 60 a 64;1995TIV;5
ambos sexos;de jornada completa únicamente;de 60 a 64;1995TIII;5,5
ambos sexos;de jornada completa únicamente;de 60 a 64;1995TII;4,8
ambos sexos;de jornada completa únicamente;de 60 a 64;1995TI;5,8
ambos sexos;de jornada completa únicamente;de 60 a 64;1994TIV;5
ambos sexos;de jornada completa únicamente;de 60 a 64;1994TIII;5,4
ambos sexos;de jornada completa únicamente;de 60 a 64;1994TII;5,1
ambos sexos;de jornada completa únicamente;de 60 a 64;1994TI;3,7
ambos sexos;de jornada completa únicamente;de 60 a 64;1993TIV;3,1
ambos sexos;de jornada completa únicamente;de 60 a 64;1993TIII;6,8
ambos sexos;de jornada completa únicamente;de 60 a 64;1993TII;6,3
ambos sexos;de jornada completa únicamente;de 60 a 64;1993TI;6,2
ambos sexos;de jornada completa únicamente;de 60 a 64;1992TIV;4,9
ambos sexos;de jornada completa únicamente;de 60 a 64;1992TIII;5,3
ambos sexos;de jornada completa únicamente;de 60 a 64;1992TII;5,6
ambos sexos;de jornada completa únicamente;de 60 a 64;1992TI;4,6
ambos sexos;de jornada completa únicamente;de 60 a 64;1991TIV;3,9
ambos sexos;de jornada completa únicamente;de 60 a 64;1991TIII;4
ambos sexos;de jornada completa únicamente;de 60 a 64;1991TII;4,8
ambos sexos;de jornada completa únicamente;de 60 a 64;1991TI;5,3
ambos sexos;de jornada completa únicamente;de 60 a 64;1990TIV;5,2
ambos sexos;de jornada completa únicamente;de 60 a 64;1990TIII;6,8
ambos sexos;de jornada completa únicamente;de 60 a 64;1990TII;5,7
ambos sexos;de jornada completa únicamente;de 60 a 64;1990TI;8,3
ambos sexos;de jornada completa únicamente;de 60 a 64;1989TIV;8,1
ambos sexos;de jornada completa únicamente;de 60 a 64;1989TIII;7,9
ambos sexos;de jornada completa únicamente;de 60 a 64;1989TII;6,9
ambos sexos;de jornada completa únicamente;de 60 a 64;1989TI;4,6
ambos sexos;de jornada completa únicamente;de 60 a 64;1988TIV;4,3
ambos sexos;de jornada completa únicamente;de 60 a 64;1988TIII;7
ambos sexos;de jornada completa únicamente;de 60 a 64;1988TII;7
